Unnamed: 0,Id экзамена,Id вопроса,№ вопроса,Текст вопроса,Картинка из вопроса,Транскрибация ответа,Ссылка на оригинальный файл запис
17,3436593,31803795,2,"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. <br><br><strong>– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность, характер, хобби)? </strong><br><strong>– … </strong><br><strong>– Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? </strong><br><strong>– … </strong><br><strong>– Чем занимаются Ваши родные (родители, братья, сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? </strong><br><strong>– …</strong><br><br></p>",,"Второй вопрос в устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Как зовут вашего лучшего друга или подругу? Где вы познакомились? Какой ваш друг, подруга? Внешность, характер, хобби? Моего лучшего друга зовут Арсений, мы с ним познакомились в девятом классе, мы сидели вместе за математикой. Он довольно веселый, высокий человек, сейчас тоже учится, у него хобби играть. В игры, в компьютерные игры и много-много-много гулять. Как вы обычно проводите свой отпуск? Где вы отдыхали в последний раз? Что вам больше всего понравилось? Обычно мы проводим отпуск в России, мы отдыхали последний раз в этом же городе, в Саратове. Понравилась Волга, очень красивая река, большая, таких нет у нас, очень красивая река. Чем занимаются ваши родители? Чем занимаются ваши родители? Родители, братья, сестры. Вы часто встречаетесь? Что вы обычно делаете вместе? Я живу с родителями, у меня отчим сантехник, мама у меня учитель физкультуры. Также у меня есть сестренка младшая и племянники. Часто, сейчас конечно мы не с семьей, потому что гражданство получаю, а так часто я у них живу. Мы обычно делаем вместе. Мы часто делаем вместе. Да, что мы только ни делаем. Мы в одном доме живем. Мы играем и смотрим фильмы вместе и готовим. Третий вопрос устной части экзамена. Начните диалог. Получите нужную вам информацию, будьте вежливы. Представьте ситуацию. У вас дома не работает отопление.",https://storage.yandexcloud.net/odin-exam-files-dataset/2db2e15f-ac62-4a39-a6da-afef2a7a83b0-1.MP3
18,3379253,30725969,1,"<p>Вопрос устной части экзамена. Начните диалог.<br><strong>Вы пришли в посольство. Вам нужно оформить срочную визу. Узнайте, какие документы нужны для оформления.</strong></p>",,"Итак, первый вопрос. Начните диалог. Вы пришли в посольство. Вам нужно оформить срочную визу. Узнайте, какие документы нужны для оформления. Здравствуйте, я бы хотела оформить срочную визу. Какие документы мне нужны, чтобы оформить эту визу? Здравствуйте, а цель вашей поездки? Путешествие. Хорошо. В таком случае от вас документы, удостоверяющие личность. И у вас уже забронировано? Куплены, куплены, береты, гостиница? Нет, еще не забронированы. Даже не забронированы еще. Ну что ж, в таком случае оставляйте заявку. Мы вас записываем и приезжайте к нам через три дня. Все хорошо, спасибо большое. До свидания. До свидания.",https://storage.yandexcloud.net/odin-exam-files-dataset/657541e7-ae52-4fc0-bb68-cc35e0a235ed-0.MP3
19,3389193,30909712,1,<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог. <br><strong>Вы пришли в миграционную службу. Вам нужно оформить миграционную карту. Объясните ситуацию и попросите дать Вам бланк.</strong></p>,,вопрос начните диалог вы пришли миграционную службу вам нужно оформить миграционную карту объяснить ситуацию и попросите дать вам план представить что сотрудник миграционной службы его нужно со мной заговорить добрый день я обращаюсь вам по такой то что проблемы чтобы миграционную карту открыть что мне для этого нужно ваш паспорт его копии переводчиков,https://storage.yandexcloud.net/odin-exam-files-dataset/3e24c76b-a896-40bb-8deb-6bdacf76277b-0.MP3
20,3429201,31665269,3,"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p><strong>Представьте ситуацию. Вы пришли в агентство по продаже авиабилетов. </strong><br><strong>У Вас есть билет на самолёт, но Вы не можете лететь. </strong><br><strong>Поздоровайтесь. Объясните в агентстве по продаже авиабилетов, что Вы хотите сдать свой билет, укажите причину. Уточните, можно ли это сделать бесплатно. Поблагодарите за полученную информацию и оцените работу менеджера.</strong></p>",,"Познакомьтесь, пожалуйста, с ситуацией. Прочитайте. Начните диалог. Получите нужную вам информацию. Добрый день. Здравствуйте. Я покупала билет в Сочи на самолет. В данный момент я не могу вылететь по работе, так как не получается взять отпуск. Подскажите, пожалуйста, могу ли я сдать билет, либо поменять на другую дату? Бесплатно. К сожалению, у вас невозвратный тариф и вылет завтра, поэтому бесплатно не получится сдать. Спасибо большое за информацию. Пожалуйста. Хорошего дня.",https://storage.yandexcloud.net/odin-exam-files-dataset/30e5a0a3-c318-4ae0-bb63-e4a8ae8cea8c-2.MP3
21,3394514,31005020,3,"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p><strong>Представьте ситуацию. Вы пришли в агентство по продаже авиабилетов. </strong><br><strong>У Вас есть билет на самолёт, но Вы не можете лететь. </strong><br><strong>Поздоровайтесь. Объясните в агентстве по продаже авиабилетов, что Вы хотите сдать свой билет, укажите причину. Уточните, можно ли это сделать бесплатно. Поблагодарите за полученную информацию и оцените работу менеджера.</strong></p>",,"Спасибо. Задание три. Знакомьтесь с заданием, начните диалог и получите нужную вам информацию. Добрый день. Добрый день. Меня зовут Анна, у меня билет на самолет, но я не могу, к сожалению, лететь. Мне очень срочно нужно к ветеринару, у меня собаку избили. Вот. И я как-то поменять билеты бесплатно или оплатить какой-то штраф. Сколько остается до вылета? До вылета остается 5 часов. 5 часов. Мы примем ваш билет, но вы должны будете оплатить так называемую неустойку, да? 10 młн. от стоимости билета. Хорошо. Перейдем к оплате? Да. Спасибо вам большое за помощь. Пожалуйста. Спасибо. Работа менеджера? 10 из 10. Спасибо.",https://storage.yandexcloud.net/odin-exam-files-dataset/938c034c-845e-49de-a2a2-8036ab073862-2.MP3
22,3377204,30686164,2,<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. <br><br><strong>– Каким видом спорта Вы занимаетесь? Почему? </strong><br><strong>– ... </strong><br><strong>– Вы предпочитаете ходить в тренажёрный зал или заниматься на свежем воздухе? </strong><br><strong>– ... </strong><br><strong>– Вы смотрите спортивные передачи по телевизору? Какие? </strong><br><strong>– ... </strong><br><strong>– Почему спорт важен в жизни человека? </strong><br><strong>– ...</strong></p>,,"Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Каким видом спорта вы занимаетесь? Почему? Я занимаюсь плаванием, потому что это, во-первых, укрепляется здоровьем, мышцы, становится шире плечи, поэтому мне это очень нравится. Вы предпочитаете ходить в тренажёрный зал или заниматься на свежем воздухе? Ну, вообще, когда как, по настроению. Потому что бывает погода не самая удачная, поэтому я желательно хожу в зал. Но когда чудесная погода, солнышко светит, я буду заниматься на улице. Вы смотрите спортивные передачи по телевизору? Какие? Ну, если честно, я практически не смотрю, я люблю сама этим заниматься. Угу. Поэтому как-то неудобно. Да, я бы не задавалась. У меня такое. Почему спорт важен в жизни человека? Ну, во-первых, спорт – это физическая активность, это меньше проблем со здоровьем, это вообще прекрасно, это свежий воздух, прогулки, хождение – это всегда очень полезно для человека. Угу. Хорошо. Следующий вопрос.",https://storage.yandexcloud.net/odin-exam-files-dataset/01d9a235-cd2a-4ba2-a651-8f60dea22d36-1.MP3
23,3409543,31278908,3,"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>
<p><strong>Представьте ситуацию. Вы пришли в медицинский центр. Вам необходимо </strong><strong>оформить медицинскую книжку. </strong><br><strong>Поздоровайтесь. </strong><strong>Узнайте у администратора, как можно оформить медицинскую книжку в этом центре. Поблагодарите за полученную информацию и оцените работу с Вами как с посетителем центра.</strong></p>",,"Вам необходимо оформить медицинскую книжку. Поздоровайтесь, узнаете у администратора, как можно оформить медицинскую книжку в этом центре. Поблагодарите за полученную информацию и оцените работу с вами, как с посетителем центра. Обращайтесь опять ко мне. Здравствуйте. Здравствуйте. Подскажите, пожалуйста. Здравствуйте. Хочу медицинскую книжку оформить. Куда мне пойти? Вы прикреплены к нашей поликлинике? Да. Я у вас прописан. Ага. Онлайн-клиник? Да. Онлайн-клиник. Вы онлайн записывались? Я звонил, но там все занято, занято, занято, занято. Пришлось лично идти. Хорошо. Паспорт поле с собой? Да. Я все взял. Направление от работодателя есть? Ну да. Да, все есть. Я все с собой взял. Так. Сегодня будете по живую очередь? Да, конечно. Постою. Хорошо. Давайте документы тогда оформляю и начну выпишем вам маршрутный лист. Какие-то анализы есть? Кровь, флюорография? Да. Я сдавал кровь, мочу ее и флюорографию. Замечательно. Вот вам маршрутный лист. Начинайте с пятого этажа. Знаете, лифт у нас не работает. Спасибо большое. Удачи в подписке. Все. Всего доброго.",https://storage.yandexcloud.net/odin-exam-files-dataset/40e56232-bc7a-4fd8-a8d7-5293bc52e2c5-2.MP3
24,3399441,31097520,1,"<p>Вопрос устной части экзамена. Начните диалог. <br><strong>Вы пришли в посольство. Вам нужно оформить срочную визу. Узнайте, какие документы нужны для оформления.</strong></p>",,"Добрый день! Добрый день! Я хотела бы оформить срочную визу. Скажите, где я могу ознакомиться с списком документов для ее оформления? Добрый день! Прежде всего, вы могли ознакомиться с... Этим перечнем на сайте и скачать оттуда анкету. Но раз уж вы пришли сюда, то, пожалуйста, вам нужен загранпаспорт, паспорт национальный, две фотографии. Необходимо заполнить анкету в двух экземплярах. Спасибо большое за информацию. Я подготовлю документы и обязательно провернусь. Ждем.",https://storage.yandexcloud.net/odin-exam-files-dataset/bcf2c736-1e95-4c5f-b6c4-19d8520cc2c2-0.MP3
25,3410700,31302018,1,"<p>Вопрос устной части экзамена. Начните диалог.<br><strong>Вы пришли в посольство. Вам нужно оформить срочную визу. Узнайте, какие документы нужны для оформления.</strong></p>",,"Первое задание – это ситуация. Внимательно ознакомьтесь с ней и начните диалог со мной. Здравствуйте, я бы хотела узнать, какие документы мне нужно, чтобы сделать визу. Добрый день, подскажите, пожалуйста, когда и куда планируете вылетать? Планирую вылетать летом в какую-нибудь страну, где есть море и песок. Хорошо, на какой срок полетите? На месяца два. На месяца два. Угу. Ну, до лета. До лета еще есть время. Отправляемся в рабочем порядке. С нами потребуется у вас визовая анкета и чек об оплате госпошлины. Хорошо, все, сделаю. Будем вас ждать с документами. Спасибо. Спасибо вам.",https://storage.yandexcloud.net/odin-exam-files-dataset/f0f7dc84-531c-44eb-9dfb-085fb082ce99-0.MP3
26,3411732,31323476,2,"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p><strong>– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность, характер, хобби)? </strong><br><strong>– … </strong><br><strong>– Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? </strong><br><strong>– … </strong><br><strong>– Чем занимаются Ваши родные (родители, братья, сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? </strong><br><strong>– …</strong></p>",,"Как зовут вашего лучшего друга или подругу? Где вы познакомились? Какой ваш друг, подруга? Внешность, характер, хобби. Да, у меня есть друг с Ростова. Его зовут Халим. Очень хороший парень. В данном моменте мы работаем вместе. И мы часто проводим время, отдыхаем на рыбалку с Коди. Какая внешность, какой характер, какие увлечения у вашего друга? Очень хороший у него характер, общительный человек. Как вы обычно проводите свой отпуск? Где вы отдыхали в последний раз и что вам там больше всего понравилось? Я отдыхал в последний раз в городе Джуби. Там мне очень понравилась гора. И... И... И... И люди очень хорошие там. Общательные, добрые. Чем занимаются ваши родные? Родители, братья, сестры? Вы часто встречаетесь? Что вы обычно делаете вместе? У меня родители... Мама не работает. Дома. Папа работает. Ну и с родителями мы часто увидимся. Вместе плов готовим, сидим, общаемся. Спасибо. Хорошо, спасибо.",https://storage.yandexcloud.net/odin-exam-files-dataset/7daf078d-d390-4a81-b09e-6c7989add1e6-1.MP3
27,3442415,31910409,1,"<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>
<p><strong>Вы пришли в больницу, чтобы пройти обследование. Узнайте, когда </strong><strong>принимает врач, и скажите, что Вам нужно.</strong></p>",,"Я на Банницу приехала. Добрый вечер. Что вам нужно у тебя? Я его отболею. Это задание. Вам необходимо данную ситуацию со мной разыграть в диалоге. Читайте задание. Вы пришли в больницу, чтобы пройти декупс в ад. Вы должны узнать, как это принимает. Грай и скажите, что вам нужно. Задание понятно? Да. Начинайте диалог. Вечером приедет... Вечером приедет сына в район. Моё живот... Чуть-чуть болит. Он говорит... Он говорит... Что вам нужно? Я говорю... Вам данное задание нужно со мной разыграть в диалоге. Понимаете, что это значит? Да. Понимаете, что это значит? начинайте нужно в диалоге по данной ситуации поговорить можете что-то сказать",https://storage.yandexcloud.net/odin-exam-files-dataset/9b4381d6-52ae-4ab3-899e-d2aed1a6613f-0.MP3
28,3382158,30781029,1,"<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>
<p><strong>Вы увидели объявление о работе и хотите получить её. Позвоните и узнайте, какие требования предъявляет работодатель к соискателю. </strong></p>",,"Если готовы, начинайте. Добрый день, работодатель. Здравствуйте. Я бы хотел устроиться к вам на работу. Отлично. Меня зовут Варапаев Аркадий. Поскажите, пожалуйста, какой комплект документов требуется? Какая работа вас интересует? Разнообразно. Подскажите, пожалуйста, какая у вас? Есть должность. У нас очень большой выбор. Что бы вам хотелось? Вы знаете, скорее всего, сфера строительства. Строительство. Да, пожалуйста, вот у нас очень большой выбор строительных работ, профессий. На какую профессию сейчас открыты вакантные должности у вас? Ну, например, у нас есть разнорабочие, у нас есть маляр, у нас есть... Ой, отлично. Вы знаете, вы так меня... Меня заинтересовали именно вашей должностью маляром. Поскажите, пожалуйста, какие требования должны быть на данном этапе? Прежде всего, опыт работы ваш. И все. Вы знаете, да, у меня имеется опыт работы, который также я указал в резюме. Который вот, пожалуйста. Да, конечно, спасибо. И также там указаны все контактные данные, опыт работы, где ранее работал, какое имеется образование, стаж. Все замечательно, вы нам подходите. Отлично. Спасибо. Пожалуйста. Так что буду ждать от вас информации. Хорошо, до встречи.",https://storage.yandexcloud.net/odin-exam-files-dataset/c6bf5972-9371-48dd-90b0-50868c5addf3-0.MP3
29,3389192,30909674,1,"<p>Вопрос устной части экзамена. Начните диалог.<br><strong>Вы пришли в посольство. Вам нужно оформить срочную визу. Узнайте, какие документы нужны для оформления.</strong></p>",,"Первый вопрос. У вас начался диалог. Вы пришли в посольство, вам нужно оформить срочную визу. Узнайте, какие документы нужны для оформления. То есть представьте, что я сотрудник посольства, вам нужно с мной заговорить. Добрый день. Здравствуйте. Подскажите, пожалуйста, мне нужны, получается, перечень документов, которые помогут мне оформить. Можно читать, да, или нет? Так. Мне нужна срочная виза. Можно оформить. Подскажите, какие нужны документы. Вам нужен паспорт ваш или удостоверение. И плюс заполнить анкету с всеми ответами такого личного характера. Ну, то есть, получается, все документы вам приносим, копии там, да, и вы вынуждены там кать. Хорошо, спасибо большое. Пожалуйста.",https://storage.yandexcloud.net/odin-exam-files-dataset/514fa520-ba82-4434-9faa-fabe7bc5b37c-0.MP3
30,3386359,30858268,2,"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p> </p>
<p><strong>– Что Вы делаете, когда у Вас есть свободное время? Чем увлекаетесь? </strong><br><strong>– ... </strong><br><strong>– Скажите, пожалуйста, какой вид спорта Вам нравится? Занимаете</strong><strong>сь ли Вы спортом? Если да, то каким? </strong><br><strong>– ... </strong><br><strong>– Какие праздники Вы любите праздновать?<br>– ...<br></strong><strong>– Какие фильмы Вы обычно </strong><strong>смотрите? Где Вы любите смотреть фильмы: в кинотеатре или дома? </strong><br><strong>– ...</strong></p>",,"Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Что вы делаете, когда у вас есть свободное время? Чем увлекаетесь? Когда у меня есть свободное время, я с детьми выхожу на прогулку. Любим ходить в кинотеатры. Стараюсь больше времени провести с детьми. Потому что они устают от школы. Мы от работы. Большинство у нас время проводится с детьми. Увлекаюсь я вязанием. Люблю вязать. А что вы вяжете? Я вяжу носки. Я вяжу безрукавки. И кофточки. Вы для себя вяжете? Да, для себя, для близких, для детей. Хорошо. Скажите, пожалуйста, какой вид спорта вам нравится? И занимаетесь ли вы спортом? Если да, то каким? Спортом я не занимаюсь. Но вид спорта я люблю. Я люблю спор. Плавание. Почему вам нравится плавание? Что вас привлекает в этом виде спорта? Плавание... Уходит вес быстро. Так. Хорошо работают легкие. И вообще увлекательный это вид спорта. Хорошо. Какие праздники вы любите? Праздники с colleagues. Что вам нравится? Какие праздники вы любите праздновать? Праздновать мы любим День рождения, Новый год, Рамазан, Пасху, можно сказать. А как вы День рождения празднуете? Свои ли вы детей? Детский праздник мы проводим часто дома. Собираются друзья, я сама пеку торты. Накрываем столы, надуваем шарики. А вот приходят дети, и что? Вы их сразу за стол или что? Нет, есть развлекательные программы, мы сготовим конкурсы. Сами готовите или приглашаете? Мы сами готовим. То есть День рождения весело, да? Да. Какие фильмы вы обычно смотрите? Где вы любите смотреть фильмы? В кинотеатре или... В кинотеатре или дома? Фильмы я люблю смотреть в турецкие. Там очень много о любви. Но в основном смотрим дома, в кинотеатре, конечно, намного лучше и звук, и большой экран. Но в основном смотрим дома. А какие фильмы вы любите смотреть, помимо турецких? Помимо турецких еще мне нравится старинный... Русские фильмы, например, «Девчата». Я очень люблю эту комедию.",https://storage.yandexcloud.net/odin-exam-files-dataset/ca7b45ba-d55d-4320-b2c1-dcd397f5b078-1.MP3
31,3407757,31250243,3,"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p><strong>Представьте ситуацию. Вы пришли в магазин и хотите купить новый холодильник. </strong><br><strong>Обратитесь к менеджеру магазина. Попросите его посоветовать Вам хороший товар. Расспросите о его достоинствах и недостатках. Узнайте, можно ли оформить рассрочку и какие документы для этого нужны. Поблагодарите за предоставленную информацию.</strong></p>",,"Начните диалог. Получите нужную вам информацию. Будьте вежливы. Представьте ситуацию. Вы пришли в магазин и хотите купить новый холодильник. Обратитесь к менеджеру магазина. Попросите его посоветовать вам. Он предоставит вам хороший товар. Расспросите о его достоинствах и недостатках. Узнайте, можно ли оформить просрочку и какие документы для этого нужны. Поблагодарите за полученную предоставленную информацию. Обращайтесь опять ко мне. Здравствуйте. Я хотел бы приобрести у вас холодильник. Вы можете что-нибудь мне посоветовать? Да, конечно. У вас большая семья. Четыре человека. В таком случае проходим сюда. Это холодильники фирмы Сименс. Они достаточно компактные и достаточно объемные. Смотрите. Хорошо. А в каких градусах морозилка морозит? Здесь регулируется. Есть отдел для пустых продуктов, для овощей, фруктов, для напитков и так далее. Обратите внимание, какая большая морозильная камера. А вот верхняя часть холодильника не заморозит продукты? Все регулируется. Кроме того, здесь есть система антифрост и система умного холодильника. Если будут какие-то проблемы, он сразу же известит об этом. А есть какие-нибудь недостатки у холодильника? Недостатки? Ну, наверное, единственное, это то, что скидки на него заканчиваются в конце июля. А скидка 15%. Хорошо. А можно ли приобрести в рассрочку? Да, конечно. А какие документы для этого нужны? Для этого нужно будет достаточно только вашего паспорта. Хорошо, давайте оформим. Замечательно, идем оформлять. Так, следующий вопрос.",https://storage.yandexcloud.net/odin-exam-files-dataset/7f83bcfd-52e8-4149-b5ef-bd278a335907-2.MP3
32,3385024,30833391,2,"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p> </p>
<p><strong>– Что Вы делаете, когда у Вас есть свободное время? Чем увлекаетесь? </strong><br><strong>– ... </strong><br><strong>– Скажите, пожалуйста, какой вид спорта Вам нравится? Занимаете</strong><strong>сь ли Вы спортом? Если да, то каким? </strong><br><strong>– ... </strong><br><strong>– Какие праздники Вы любите праздновать?<br>– ... <br>– Какие фильмы Вы обычно </strong><strong>смотрите? Где Вы любите смотреть фильмы: в кинотеатре или дома? </strong><br><strong>– ...</strong></p>",,"Свободное время? Я люблю ходить на рыбалку. Скажите, пожалуйста. Пожалуйста, какой вид спорта вам нравится? Занимаетесь ли вы спортом? Если да, то каким? Нравится вид спорта волейбол. В данный момент не занимаюсь спортом. Какие праздники вы любите праздновать? Новый год. Какие фильмы вы обычно смотрите? Где вы любите смотреть фильмы? В кинотеатре или дома? Какие фильмы вы любите смотреть? В комедии. Где вы любите смотреть? В кинотеатре. Следующая.",https://storage.yandexcloud.net/odin-exam-files-dataset/99da46ac-ec0a-41a3-956b-9dc31347e559-1.MP3
33,3422763,31539994,2,"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p> </p>
<p><strong>– Какие фильмы или сериалы Вы любите смотреть? Фантастику, детективы </strong><strong>или романтические фильмы? </strong><br><strong>– ... </strong><br><strong>– Вам нравятся новые фильмы или старые? Цветные или чёрно-белые?Почему? </strong><br><strong>– ... </strong><br><strong>– О чём Ваш любимый фильм? </strong><br><strong>– ... </strong><br><strong>– Кому бы Вы посоветовали его посмотреть и почему? </strong><br><strong>– ...</strong></p>",,"Следующее наше задание это диалог. Сейчас я буду задавать вам вопросы. Вам нужно отмечать максимально. Скажите, какие фильмы или сериалы вы любите смотреть? Честно говоря, мы любим сериалы. Я вообще не хочу посмотреть. Вообще? Нет, не любим. Просто если бы было природным, то я бы хотел посмотреть. Да, сериалы. Я фильм не хочу. Фильмы не хотите? Да, да, да. Не люблю вообще никогда. А когда вы были ребенком, вы смотрели фильмы или детские мультики? Честно говоря, у нас раньше, когда был сериал, у нас не было такой-то, когда шансы на телевизор, ничего не было. Когда я был ребенком. Дети. Когда я был ребенком, у нас был сериал, когда мы были маленькими. А вы тогда не были в кинотеатре? Нет. Нет, никогда. Не было, не было. А у вас дома есть телевизор? Сейчас есть, да. Тогда не было. Понимаю. А сейчас что вы смотрите в кинотеатре? Только новости и охота и природа. Охота и природа? Да. А какие передачи? О природе или фильмы о природе вам нравятся? Ну как там природа красивая, там животные, там посмотрим, мне надо учить, как они живут. Как скажу вам. Просто это красиво для меня, для этого цвета. Успокойте это меня. Скажите, пожалуйста, а вам больше нравится по телевизору смотреть какие-то цветные фильмы или передачи или черно-белые? Цветные. Почему? Они как есть, так и показывают. А черные, они нереальные. Поняла. Скажите, а какая у вас любимая передача? Ну вот вы сказали новости, охота. Я передачу сейчас скажу. Охота. Сам любимую мою охоту. А о чем рассказывают в этой передаче? Я скажу честно. Я просто, у меня есть годы болезни, каждый день я буду болеть на охоту. Я каждый день, или ночью всегда. Хороший. Всех отдыхаю. Как вы думаете, а кому можно посоветовать посмотреть такую передачу? Кому это будет интересно? Ну, как думаю, так думаю, все надо. Родственники, знакомые или что. Или друзья мои. Или друзья. Хорошо. Отлично. Давайте пойдем с вами дальше.",https://storage.yandexcloud.net/odin-exam-files-dataset/66081216-0cd6-4166-9006-51e72d22b9b6-1.MP3
34,3410737,31302863,2,"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p><strong>– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность, характер, хобби)? </strong><br><strong>– … </strong><br><strong>– Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? </strong><br><strong>– … </strong><br><strong>– Чем занимаются Ваши родные (родители, братья, сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? </strong><br><strong>– …</strong></p>",,"Ответьте, пожалуйста, на мои вопросы полными предложениями. Как зовут вашего лучшего друга или подругу? Где вы познакомились? Какой ваш друг, подруга? Внешность, характер, хобби? Мою лучшую подругу зовут Вероника. Мы познакомились на предыдущем месте работы, в цветочном магазине. Симпатичная блондиночка. Такая немного своенравная, честная. Увлекается моделингом. А как вы обычно проводите свой отпуск? Где вы отдыхали в последний раз? И что вам больше всего понравилось? В крайний раз я была в Сочи. Я заболела, пролежала в номере 4 дня. Понравилось то, что я вообще осталась жива после отравления сочинской едой. Всё. Как печально. А чем занимаются ваши родные? Родители, братья, сестры? Вы часто встречаетесь? Что вы обычно делаете? Родители у меня в Казахстане. У них семейный бизнес. Виделись мы в последний раз 3,5 года назад. Сестра у меня здесь, рядышком. Занимается строительством домов. Обычно вместе ходим в коройки, гуляем, пьём кофе. Хорошо, спасибо. Мы переходим к... Который из ваших любимых домов? Наши любимые. Вы говорите, что вы любите строить дома.",https://storage.yandexcloud.net/odin-exam-files-dataset/3465884d-e0b7-4b7e-8295-411206a9e4b0-1.MP3
